ApplicationDate,Age,AnnualIncome,CreditScore,LoanAmount,LoanDuration,EducationLevel,Experience,EmploymentStatus,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
8/26/2022,46,23502,593,33365,60,Master,25,Employed,Divorced,3,Rent,233,0.313037869,2,1,0.069873957,0,Debt Consolidation,0,30,25,5160,2280,225743,14793,1958.5,0.703946494,7,210950,0.241865,0.24125373,962.2727312,0.610300093,0,48
8/27/2022,42,35873,596,18633,48,Master,18,Employed,Married,0,Mortgage,412,0.420271831,2,1,0.119405309,0,Home,0,24,2,19631,1415,194877,20975,2989.416667,0.65592665,7,173902,0.215633,0.239591591,607.0493766,0.340885695,0,52
8/28/2022,44,77240,539,17143,120,Associate,23,Employed,Married,4,Mortgage,301,0.313994482,2,2,0.484195864,0,Other,0,22,18,2427,1052,205776,25301,6436.666667,0.796104081,3,180475,0.302643,0.2421144,380.5011031,0.105877955,1,41.6
8/29/2022,45,19973,625,10009,96,High School,22,Unemployed,Married,0,Mortgage,605,0.475793243,1,1,0.092829964,0,Auto,0,27,17,5007,1558,242399,77908,1664.416667,0.921844167,7,164491,0.232509,0.240122812,235.423508,0.504935768,0,49
8/30/2022,47,45228,614,21243,60,Bachelor,24,Employed,Married,0,Mortgage,279,0.180174026,2,2,0.085021529,0,Home,0,28,5,2299,4857,459089,7867,3769,0.804595487,8,451222,0.219243,0.2630916,639.9192288,0.243809825,0,43
8/31/2022,53,27115,609,24962,96,Bachelor,27,Employed,Single,1,Mortgage,673,0.189318504,7,2,0.626331571,0,Education,0,25,26,2422,470,24510,61583,2259.583333,0.888197402,9,7149,0.255462,0.261580941,622.694096,0.573421691,0,56
9/1/2022,44,71945,590,17383,96,High School,18,Employed,Single,0,Mortgage,371,0.312791451,6,0,0.176631831,0,Home,0,22,28,787,534,11011,31134,5995.416667,0.921961193,1,2804,0.257383,0.303775729,483.9493076,0.142600482,0,50
9/2/2022,37,50976,548,29137,24,High School,16,Employed,Married,0,Rent,325,0.148182975,3,1,0.377385098,0,Education,0,16,29,2278,2004,121339,72963,4248,0.767855886,6,48376,0.230137,0.233246095,1530.700779,0.43684105,0,53
9/3/2022,48,18536,535,12918,60,High School,23,Employed,Married,0,Rent,229,0.495260313,3,2,0.542574491,0,Auto,0,37,7,16700,872,136623,36854,1544.666667,0.931476677,4,99769,0.250418,0.216550261,354.2519812,0.377590838,0,60
9/4/2022,62,35967,587,24481,60,Bachelor,39,Self-Employed,Married,1,Other,607,0.285458857,3,4,0.780961055,0,Debt Consolidation,0,31,18,5033,21823,26856,53213,2997.25,0.767573477,9,6001,0.235981,0.24046155,704.9245737,0.437709425,0,62
9/5/2022,38,49493,639,31671,72,High School,18,Employed,Married,1,Rent,425,0.386213316,3,1,0.367691454,0,Home,0,20,3,2036,1100,230948,15986,4124.416667,0.713054895,3,214962,0.227171,0.211415535,779.7118697,0.292092668,0,51
9/6/2022,28,15000,564,12107,60,High School,7,Employed,Married,0,Mortgage,411,0.160752005,4,0,0.418219796,0,Debt Consolidation,0,26,23,4084,192,11230,21624,1250,0.984237909,8,6394,0.235107,0.260735907,363.0169117,0.619213529,0,57
9/7/2022,53,30594,596,15087,60,Bachelor,26,Unemployed,Married,3,Rent,139,0.239147851,2,1,0.026749253,0,Auto,0,23,1,8257,2308,260351,8662,2549.5,0.924997239,3,251689,0.222087,0.25030996,443.0976163,0.228318343,0,52
9/8/2022,38,28669,552,7249,36,High School,15,Employed,Married,1,Mortgage,158,0.177168806,7,0,0.048738702,0,Debt Consolidation,1,25,3,1146,3430,82774,65047,2389.083333,0.875566947,6,17727,0.216249,0.224505279,278.5349865,0.182720703,0,60
9/9/2022,18,81172,518,20747,48,High School,0,Employed,Married,2,Mortgage,973,0.313373029,3,0,0.102391884,0,Home,0,17,25,4069,780,59947,10431,6764.333333,0.669036796,5,49516,0.256747,0.224908302,659.1975412,0.241294664,0,49
9/10/2022,50,47816,628,16152,48,Master,28,Employed,Married,0,Rent,275,0.045698315,4,1,0.265494883,0,Home,0,28,10,1457,788,58226,121070,3984.666667,0.625152731,6,8628,0.197152,0.187359928,480.699408,0.189651851,0,49
9/11/2022,33,63441,508,14630,36,Bachelor,12,Employed,Married,0,Other,387,0.202280125,2,0,0.26142823,0,Other,0,24,8,7960,2401,1289076,32923,5286.75,0.796923385,5,1256153,0.24563,0.203203963,546.0945218,0.176496812,1,36
9/12/2022,38,36346,517,16929,48,Associate,15,Employed,Single,2,Rent,529,0.071868195,1,0,0.086992421,0,Home,0,30,15,879,1104,971520,19996,3028.833333,0.829517058,4,951524,0.253429,0.22244382,535.6149568,0.35149341,1,33.6
9/13/2022,43,100445,646,24841,72,Master,21,Unemployed,Single,2,Own,489,0.455390639,3,3,0.446249841,1,Auto,1,23,20,7859,353,36002,14617,8370.416667,0.929899128,5,21385,0.216841,0.193833524,586.1664069,0.128448374,0,74
9/14/2022,42,16357,521,9442,12,High School,22,Self-Employed,Divorced,2,Rent,285,0.177663163,4,0,0.332354684,0,Debt Consolidation,0,23,16,9842,184,36445,76799,1363.083333,0.900611348,5,7854,0.213942,0.22144196,884.3735176,0.857888501,0,58
9/15/2022,48,31486,604,29223,36,Bachelor,28,Employed,Married,2,Rent,199,0.461702785,3,0,0.600201463,0,Home,0,24,3,20339,274,20613,34392,2623.833333,0.733837641,8,9104,0.212223,0.230652539,1132.208324,0.50735247,0,60
9/16/2022,34,45850,603,22254,48,Associate,10,Self-Employed,Single,1,Own,485,0.230704961,2,0,0.285706193,0,Home,0,20,6,2347,1597,25414,17124,3820.833333,0.968264345,7,8290,0.215754,0.185881251,660.5702035,0.299822082,0,55
9/17/2022,46,57580,634,25395,60,Bachelor,24,Employed,Married,1,Rent,289,0.070900337,1,0,0.579358479,1,Home,0,13,19,2351,438,117499,2881,4798.333333,0.793704337,5,114618,0.213395,0.176403515,639.9079196,0.193589702,0,62
9/18/2022,36,51649,570,16519,48,Associate,13,Employed,Married,0,Mortgage,139,0.38640913,5,0,0.196034105,0,Auto,0,16,7,1052,1095,55526,49821,4304.083333,0.981491821,5,5705,0.226519,0.20566059,507.6746216,0.150246771,0,51
9/19/2022,48,41376,571,14485,48,High School,25,Employed,Single,0,Rent,309,0.020449488,2,1,0.543171182,0,Debt Consolidation,0,20,15,5999,2056,56989,190226,3448,0.752684927,5,3223,0.223985,0.236335663,469.3080506,0.225727393,0,58
9/20/2022,47,69444,596,10210,48,Bachelor,24,Employed,Single,0,Rent,371,0.157262419,0,0,0.254534081,0,Home,0,24,15,11077,7216,221515,42428,5787,0.944951003,4,179087,0.20721,0.215596543,319.2412031,0.119274443,1,37.6
9/21/2022,28,41461,472,34961,24,Bachelor,3,Employed,Single,1,Rent,349,0.533771872,2,0,0.05447214,0,Debt Consolidation,0,24,3,8970,3351,177024,24011,3455.083333,0.618292979,6,153013,0.273961,0.273307244,1907.053946,0.652966579,0,51
9/22/2022,53,52740,596,42663,36,Bachelor,33,Employed,Married,0,Mortgage,494,0.185945216,5,1,0.497949366,0,Home,0,22,2,8171,438,98565,15951,4395,0.926663334,7,82614,0.229663,0.218805915,1626.685036,0.482522193,0,57
9/23/2022,33,24349,517,31538,24,Bachelor,9,Employed,Married,4,Own,434,0.177155859,6,0,0.240470539,0,Auto,0,25,29,1950,7499,106470,36994,2029.083333,0.839349142,6,69476,0.248038,0.267032096,1710.301984,1.056783597,0,51
9/24/2022,49,21154,538,18408,72,Associate,25,Employed,Single,3,Own,240,0.500069356,4,0,0.29534315,0,Auto,0,31,5,1652,945,2597,11330,1762.833333,0.745128912,4,5248,0.264408,0.290122934,542.1214757,0.443672956,0,57
9/25/2022,44,27655,592,29169,60,Bachelor,20,Employed,Married,4,Mortgage,449,0.280084138,1,2,0.38699084,0,Education,0,27,8,3099,1284,191608,15957,2304.583333,0.975253346,3,175651,0.238169,0.220216703,805.9754791,0.544556346,0,53
9/26/2022,62,18807,648,14543,120,Bachelor,42,Employed,Divorced,5,Rent,435,0.157207968,7,0,0.574190647,0,Debt Consolidation,1,21,18,5216,1089,6985,56321,1567.25,0.912019975,3,10782,0.245543,0.239743197,320.3850854,0.481981232,0,62
9/27/2022,37,49214,587,13026,36,High School,14,Employed,Divorced,2,Other,652,0.412290755,3,0,0.153381167,0,Home,0,22,17,497,2901,22938,16552,4101.166667,0.936936011,5,6386,0.204526,0.199047141,483.460647,0.276862839,0,52
9/28/2022,35,96969,645,45585,60,Master,9,Employed,Single,1,Mortgage,420,0.2387816,6,1,0.422112054,0,Other,0,27,16,7117,2319,607206,40984,8080.75,0.94227905,3,566222,0.228085,0.21605233,1248.797847,0.206515218,1,35.2
9/29/2022,39,31602,641,19318,48,Master,17,Employed,Divorced,0,Rent,687,0.334392173,2,2,0.242317135,0,Auto,0,17,8,2058,1298,23413,221817,2633.5,0.942148179,5,4085,0.193818,0.21246331,600.7577458,0.48899098,0,51
9/30/2022,36,104847,610,30281,96,Doctorate,13,Employed,Married,3,Rent,352,0.158860963,0,2,0.170656754,0,Education,0,23,25,7273,1195,410521,54077,8737.25,0.873573743,12,356444,0.260281,0.237473184,706.990758,0.121204127,1,31.2
10/1/2022,49,65770,579,13664,36,Bachelor,25,Employed,Single,4,Mortgage,222,0.111998057,2,0,0.322949948,0,Education,0,24,26,2224,450,23800,10991,5480.833333,0.842932003,5,12809,0.209164,0.223206687,524.1038221,0.136129632,1,42.4
10/2/2022,20,32566,552,16913,36,Bachelor,0,Employed,Married,3,Own,392,0.251475084,5,0,0.327684753,0,Debt Consolidation,0,31,18,2053,837,63627,40284,2713.833333,0.950634247,2,23343,0.225913,0.22486214,650.1770724,0.384023978,0,55
10/3/2022,27,40926,618,37765,36,Master,1,Unemployed,Divorced,1,Mortgage,235,0.355727721,3,1,0.22836384,0,Auto,0,19,12,6255,474,23450,18004,3410.5,0.9370924,7,5446,0.213765,0.218620829,1439.569376,0.491004069,0,53
10/4/2022,27,75824,576,51437,48,High School,4,Employed,Married,2,Mortgage,373,0.097066392,1,0,0.438945031,0,Debt Consolidation,0,24,19,4783,478,86260,26419,6318.666667,0.704333208,5,59841,0.258437,0.273284099,1772.978612,0.339625229,0,53
10/5/2022,51,17466,669,8201,60,Master,27,Self-Employed,Divorced,2,Mortgage,176,0.212054313,0,2,0.154404592,0,Home,1,31,26,1594,480,29959,16698,1455.5,0.865249118,10,13261,0.178701,0.180806946,208.6116709,0.264247112,0,55
10/6/2022,60,97702,602,17756,36,High School,41,Employed,Married,0,Other,303,0.229745521,5,0,0.545308797,0,Education,0,27,16,15275,525,15800,3854,8141.833333,0.848666814,8,11946,0.201756,0.198089099,658.1490351,0.118050689,1,43.2
10/7/2022,38,61635,540,37740,60,High School,14,Unemployed,Married,4,Own,434,0.294145563,2,2,0.259843788,0,Education,0,27,16,8239,105,143970,27104,5136.25,0.619698245,9,116866,0.27274,0.265796002,1142.939226,0.307021509,0,51
10/8/2022,37,33640,552,36165,36,High School,13,Employed,Married,1,Mortgage,524,0.499223001,2,1,0.072713423,0,Home,0,25,29,2289,1826,12644,31640,2803.333333,0.841766216,4,5929,0.245165,0.290630704,1516.76131,0.727976686,0,52
10/9/2022,40,38109,430,31636,36,Bachelor,14,Employed,Married,0,Mortgage,297,0.268104861,1,2,0.52647302,0,Debt Consolidation,1,22,27,7251,571,59079,23876,3175.75,0.587160102,5,35203,0.301636,0.300680004,1344.17664,0.516783953,0,65
10/10/2022,53,121225,478,12487,36,High School,31,Unemployed,Divorced,0,Rent,387,0.248333546,6,3,0.500023691,0,Auto,0,29,16,3716,3896,40723,11448,10102.08333,0.875722085,9,29275,0.258487,0.247528127,494.8499259,0.087293868,1,47.2
10/11/2022,28,16076,495,8112,36,High School,7,Employed,Single,3,Mortgage,497,0.250712537,3,1,0.200583057,0,Education,0,18,10,562,221,98060,48645,1339.666667,0.899703271,3,49415,0.245612,0.279683243,335.4026184,0.621350549,0,54
10/12/2022,42,46792,588,23324,36,Bachelor,21,Employed,Single,1,Own,588,0.091046962,5,2,0.27604478,0,Debt Consolidation,1,24,25,8084,1904,9988,45164,3899.333333,0.615261665,4,2677,0.214324,0.191703618,856.975343,0.370569843,0,58
10/13/2022,51,75531,592,15645,24,Associate,30,Self-Employed,Single,3,Mortgage,736,0.622810858,2,1,0.403433921,0,Home,0,29,8,676,7851,126406,57356,6294.25,0.937541309,7,69050,0.194645,0.173154503,775.8976684,0.24020299,1,48
10/14/2022,46,61009,642,24629,24,Master,26,Employed,Married,2,Mortgage,584,0.123564162,8,3,0.341169758,0,Auto,0,19,19,5107,463,18827,46640,5084.083333,0.599415665,9,1752,0.178629,0.1429032,1185.890004,0.34812372,1,40
10/15/2022,42,48516,589,20947,60,High School,17,Employed,Single,0,Own,660,0.323774833,3,0,0.425600359,0,Education,1,28,16,977,1293,117508,60832,4043,0.857680137,4,56676,0.231447,0.222114569,581.0545668,0.306963781,0,61
10/16/2022,52,135335,484,47968,84,High School,27,Employed,Single,4,Rent,405,0.504786849,2,0,0.367933306,0,Auto,0,28,25,362,1258,6639,13464,11277.91667,0.885173277,7,4966,0.330968,0.297175057,1362.44762,0.156717563,0,53
10/17/2022,18,20954,525,58209,72,High School,0,Unemployed,Single,0,Own,173,0.220783417,4,0,0.254565625,0,Auto,0,24,16,1286,846,534384,89621,1746.166667,0.865054423,7,444763,0.310709,0.304538575,1768.235796,1.111712778,0,51
10/18/2022,48,25619,605,27612,60,Bachelor,26,Employed,Single,3,Rent,490,0.162466188,1,0,0.037975653,0,Other,0,28,15,2412,790,11623,3931,2134.916667,0.905497823,7,7692,0.230112,0.236683897,789.0352458,0.599103125,0,48
10/19/2022,32,15000,550,21159,120,Associate,13,Employed,Single,1,Own,232,0.700977418,2,0,0.615133794,0,Debt Consolidation,0,24,21,8181,934,9115,12644,1250,0.972958302,5,10458,0.301159,0.280322379,527.2868207,0.607429457,0,62
10/20/2022,18,18598,561,20969,24,Associate,0,Employed,Single,0,Mortgage,452,0.164661444,9,0,0.213278563,0,Education,0,25,15,1937,336,172170,5185,1549.833333,0.775779278,3,166985,0.215469,0.246212373,1115.16643,1.011183846,0,49
10/21/2022,46,33832,625,19835,60,Associate,20,Employed,Single,2,Rent,212,0.507074753,4,0,0.094758239,0,Debt Consolidation,0,18,10,55767,1674,57441,27008,2819.333333,0.655661755,5,30433,0.212335,0.237073307,567.2480886,0.276394451,0,49
10/22/2022,56,90711,675,10024,24,Master,35,Employed,Married,1,Rent,1207,0.548146763,5,2,0.087738157,0,Debt Consolidation,0,31,15,2619,211,30056,23341,7559.25,0.947135753,5,6715,0.147524,0.154817144,488.3274854,0.224271917,1,35.2
10/23/2022,38,72650,586,11385,96,High School,16,Employed,Single,4,Mortgage,460,0.1489259,2,1,0.617912776,0,Home,0,17,21,1147,460,72856,19067,6054.166667,0.675189477,1,53789,0.253385,0.254169263,278.361398,0.121959212,0,55
10/24/2022,51,47364,617,12880,84,Bachelor,28,Unemployed,Widowed,0,Rent,583,0.389092438,4,0,0.192768024,0,Home,1,19,8,1102,440,68261,2697,2003.75,0.297049172,4,65564,0.22938,0.221243868,302.7162223,0.442029306,0,56
10/25/2022,59,46441,535,14829,48,High School,33,Employed,Married,0,Mortgage,369,0.335386631,3,1,0.404567067,0,Auto,0,27,15,8171,6688,141192,14202,3870.083333,0.896200304,2,126990,0.242329,0.268998614,507.5303923,0.226488764,0,53
10/26/2022,55,118130,629,11610,12,High School,32,Employed,Married,1,Mortgage,549,0.309107406,5,0,0.179688096,0,Auto,0,28,14,10615,1765,30553,42750,9844.166667,0.915153613,4,4133,0.16211,0.159296979,1052.999052,0.162735873,1,36.8
10/27/2022,59,39570,514,21404,24,High School,36,Unemployed,Married,1,Rent,1246,0.361132148,2,0,0.249643877,0,Education,0,24,1,1152,1155,67099,255939,3297.5,0.663861232,5,2706,0.239404,0.262529192,1155.863342,0.728389186,0,60
10/28/2022,48,72019,527,11284,108,Associate,25,Employed,Married,0,Mortgage,403,0.182468839,3,2,0.215768899,0,Education,0,24,16,4514,249,62424,19135,6001.583333,0.616697824,4,43289,0.292784,0.272083303,280.7815885,0.113933532,0,51
10/29/2022,40,101530,604,27491,120,Associate,20,Employed,Married,1,Mortgage,592,0.364974858,0,1,0.189133318,0,Auto,1,34,14,1106,2476,56646,49498,8460.833333,0.556892578,7,7148,0.280491,0.3365892,800.0342905,0.164526854,0,52
10/30/2022,20,21485,522,39331,12,Master,0,Employed,Married,1,Mortgage,367,0.044456474,3,0,0.279976876,0,Auto,0,17,3,857,1850,106782,32603,1790.416667,0.504555182,1,74179,0.243331,0.201223145,3645.710563,2.241216046,0,54
10/31/2022,37,30840,660,26126,48,Master,16,Employed,Divorced,2,Rent,681,0.265426979,5,1,0.228063048,0,Home,0,26,13,2227,1015,59888,7952,2570,0.969191688,3,51936,0.191126,0.200986102,796.3969258,0.574862617,0,45
11/1/2022,29,133999,572,23189,60,Bachelor,4,Employed,Married,2,Own,256,0.123893431,2,0,0.1686042,0,Education,0,25,1,3135,1354,6080,70856,11166.58333,0.566166039,3,1270,0.242189,0.254552857,686.8312776,0.084433282,0,51
11/2/2022,66,71744,620,15735,36,High School,44,Employed,Married,1,Rent,262,0.163595708,1,2,0.277819352,0,Auto,1,27,25,1432,4373,71533,52427,5978.666667,0.852799086,7,19106,0.190735,0.188740108,575.7806511,0.140128343,0,54
11/3/2022,37,26294,578,24028,60,Master,16,Employed,Divorced,2,Other,247,0.485451057,3,1,0.215272553,0,Auto,0,21,19,3217,877,178623,11992,2191.166667,0.629916471,1,166631,0.240028,0.264921083,726.4263866,0.444250272,0,51
11/4/2022,41,33223,604,27011,72,Bachelor,20,Employed,Single,1,Mortgage,434,0.352639376,4,0,0.247405654,0,Home,0,14,3,2118,242,58616,76964,2768.583333,0.754832621,3,6613,0.240011,0.234313975,701.8196102,0.410252997,0,53
11/5/2022,46,44766,559,17593,60,Bachelor,24,Employed,Married,3,Mortgage,289,0.201913654,5,2,0.102739396,0,Home,0,20,23,8093,398,8491,47411,3730.5,0.812196738,10,9708,0.243093,0.2917116,560.269363,0.227655639,0,51
11/6/2022,40,106620,598,11961,24,High School,14,Employed,Divorced,1,Rent,400,0.242940903,3,1,0.121487729,0,Debt Consolidation,1,20,19,4621,1058,62519,30511,8885,0.942339004,6,32008,0.187961,0.192235359,604.2372956,0.113026145,1,44
11/7/2022,60,111042,603,19408,24,Bachelor,38,Employed,Married,3,Rent,434,0.308468821,4,1,0.098707521,0,Auto,0,22,28,5490,6548,26226,91956,9253.5,0.739896256,5,3662,0.192908,0.226243069,1012.844734,0.156356485,1,36.8
11/8/2022,32,88075,553,60293,84,Master,11,Employed,Single,1,Rent,1249,0.122938009,5,1,0.389163072,0,Debt Consolidation,0,20,27,3380,3673,187649,38633,7339.583333,0.79733979,3,149016,0.308793,0.319128769,1802.184647,0.41571633,0,48
11/9/2022,42,32645,534,16809,96,Bachelor,19,Employed,Divorced,2,Rent,511,0.22507136,4,0,0.110552066,0,Auto,0,28,6,18243,1917,77592,10189,2720.416667,0.837567095,2,67403,0.284809,0.274375596,433.8538024,0.347319517,0,51
11/10/2022,31,48835,514,19812,36,Bachelor,5,Employed,Divorced,4,Mortgage,321,0.230801642,2,1,0.268386274,0,Debt Consolidation,0,30,26,3875,251,213023,6830,4069.583333,0.70498363,4,206193,0.247812,0.231642332,768.6139192,0.267745818,1,39.2
11/11/2022,24,24170,504,5363,24,Bachelor,3,Self-Employed,Single,3,Rent,428,0.104228293,3,2,0.196963321,0,Other,0,27,29,12219,322,149452,37618,2014.166667,0.951355021,3,111834,0.228363,0.216548165,277.3092042,0.350174202,0,50
11/12/2022,32,41716,602,19937,24,Bachelor,12,Employed,Married,1,Mortgage,458,0.174635284,4,1,0.230432592,0,Education,0,25,19,3499,254,10259,41721,3476.333333,0.930251425,5,9917,0.193937,0.159893989,976.07655,0.412525616,0,49
11/13/2022,39,22196,606,25282,36,Master,18,Unemployed,Married,0,Own,460,0.442213074,2,0,0.317412875,0,Auto,0,21,7,3111,1766,176595,25392,1849.666667,0.780102449,7,151203,0.207282,0.192268958,929.6403567,0.751292318,0,54
11/14/2022,34,29095,590,13855,60,Bachelor,11,Unemployed,Single,0,Own,832,0.319606949,2,2,0.237527257,0,Home,0,26,27,8855,641,97547,7530,2424.583333,0.976524798,6,90017,0.223855,0.212082494,376.4491767,0.498415196,0,55
11/15/2022,31,31626,541,10271,84,Master,7,Employed,Married,3,Mortgage,256,0.307506547,4,1,0.322341412,0,Auto,0,26,14,1700,214,100159,29394,2635.5,0.823039479,2,70765,0.264771,0.258148832,265.3509895,0.197818626,0,53
11/16/2022,23,50530,502,17173,48,Master,0,Employed,Single,1,Own,384,0.096837306,6,1,0.259798104,0,Home,0,15,21,4426,952,143530,135210,4210.833333,0.811356682,5,8320,0.261173,0.228259149,548.7832755,0.221519875,1,40.8
11/17/2022,39,68255,568,19605,96,Bachelor,19,Employed,Married,0,Own,284,0.434358441,2,3,0.022479743,0,Debt Consolidation,0,17,9,2142,9233,86937,9275,5687.916667,0.874313724,3,77662,0.270605,0.29374683,532.1142362,0.143482101,0,50
11/18/2022,21,104739,603,14147,108,High School,0,Employed,Single,3,Other,315,0.315428009,4,1,0.086436482,0,Home,1,20,19,1601,2310,108397,27804,8728.25,0.914525229,6,80593,0.257647,0.260438972,340.5394767,0.075105488,0,50
11/19/2022,49,35442,543,16703,48,High School,27,Self-Employed,Widowed,1,Own,668,0.385948307,4,1,0.170970329,0,Auto,1,20,27,3576,600,123954,29230,2953.5,0.764700245,6,94724,0.240203,0.285592193,587.4925283,0.425086348,0,58
11/20/2022,40,76536,548,21002,48,Master,16,Employed,Single,3,Other,272,0.062145947,3,3,0.260127254,0,Debt Consolidation,0,23,23,8840,2244,39758,13880,6378,0.926296224,6,25878,0.242002,0.269377944,719.2563341,0.155418052,0,51
11/21/2022,22,40442,589,47653,48,Associate,2,Employed,Married,0,Mortgage,369,0.16433566,2,3,0.129026169,0,Auto,0,26,3,8600,3450,16957,45442,3370.166667,0.971262747,2,2104,0.248153,0.229071066,1524.924499,0.561967608,0,53
11/22/2022,36,81996,624,25157,48,Associate,15,Employed,Single,4,Mortgage,367,0.191708827,1,1,0.409729392,0,Home,0,20,1,1354,3376,42868,3110,6833,0.810098044,5,39758,0.208157,0.244884251,826.9720057,0.174736134,0,55
11/23/2022,30,18618,525,20035,48,Associate,9,Employed,Single,5,Mortgage,618,0.221156145,3,0,0.073093384,0,Auto,0,23,5,10914,1523,110010,56899,1551.5,0.949484603,3,53111,0.252535,0.244471115,658.1398647,0.822520055,0,52
11/24/2022,43,34912,545,6520,60,High School,19,Employed,Divorced,0,Other,445,0.625185773,3,1,0.475084125,0,Education,0,19,21,13354,1347,27639,15726,2909.333333,0.928970643,8,11913,0.23902,0.239137693,187.2409428,0.217314715,0,59
11/25/2022,56,100053,636,25706,60,Bachelor,32,Employed,Single,4,Rent,1051,0.27316409,2,2,0.377866573,0,Auto,1,22,12,6964,1226,44077,35507,8337.75,0.71390016,5,8570,0.212706,0.232897147,728.9494702,0.213480792,0,56
11/26/2022,18,71059,520,16693,36,Bachelor,0,Employed,Divorced,2,Mortgage,489,0.234390101,2,0,0.501881586,0,Debt Consolidation,0,39,7,5112,1229,48832,10977,5921.583333,0.872047192,7,37855,0.241693,0.23240873,648.2789537,0.192056565,0,59
11/27/2022,41,68168,584,15688,108,High School,16,Employed,Married,2,Mortgage,377,0.446835584,5,2,0.390451567,0,Debt Consolidation,0,18,25,6581,252,50512,40189,5680.666667,0.881852002,3,10323,0.268688,0.257634198,374.58935,0.13230654,0,55
11/28/2022,38,114416,574,15914,72,Bachelor,16,Employed,Single,2,Own,514,0.552471413,3,0,0.442897081,0,Education,1,25,11,763,541,38869,70967,9534.666667,0.766624115,3,10937,0.243914,0.268316779,446.7367066,0.100762485,0,62
11/29/2022,48,17777,605,39532,60,Bachelor,28,Self-Employed,Single,2,Own,437,0.306672605,3,0,0.330097518,0,Debt Consolidation,0,27,5,749,1531,30673,15502,1481.416667,0.793332744,7,15171,0.242032,0.234791939,1125.336367,1.054623187,0,58
11/30/2022,42,22075,600,28790,36,Bachelor,22,Employed,Married,3,Own,336,0.51346193,1,0,0.125436529,0,Home,0,25,2,1112,1425,200338,41542,1839.583333,0.824642151,7,158796,0.21379,0.184385606,1047.172317,0.751894351,0,50
12/1/2022,30,53977,545,54566,60,Associate,11,Employed,Divorced,1,Mortgage,302,0.222724115,4,1,0.442524779,1,Auto,0,19,17,1614,1625,47932,48142,4498.083333,0.976866482,7,9565,0.287066,0.289577123,1730.62236,0.451886328,0,68
12/2/2022,36,86859,615,9504,24,Master,14,Employed,Married,0,Rent,426,0.154744775,4,2,0.376505376,0,Other,0,25,5,3841,259,67968,31225,7238.25,0.927594077,5,36743,0.177004,0.158361312,464.6016015,0.123041011,1,40.8
12/3/2022,30,75237,498,41431,72,Associate,8,Employed,Married,0,Mortgage,285,0.112897787,4,2,0.260747741,0,Home,1,27,21,22732,1733,130088,42656,6269.75,0.6318951,4,87432,0.307431,0.300914404,1248.860392,0.244644586,0,55
12/4/2022,52,216767,557,10603,72,Associate,28,Self-Employed,Married,4,Mortgage,557,0.084917425,3,0,0.125308136,1,Home,0,29,5,5023,1614,119465,18405,18063.91667,0.881769004,5,101060,0.247103,0.254934267,288.8336077,0.046824486,1,48
12/5/2022,40,29480,624,16867,60,Bachelor,17,Employed,Single,1,Own,361,0.439689856,7,1,0.138680962,0,Other,0,26,20,6946,329,293918,5006,2456.666667,0.877700419,8,288912,0.209867,0.187976777,435.6636921,0.324286442,1,35.2
12/6/2022,62,79843,555,19215,36,Master,40,Unemployed,Single,2,Mortgage,690,0.178315981,1,2,0.266816198,0,Auto,0,22,14,2515,916,86930,9483,6653.583333,0.73727047,6,77447,0.226715,0.202747205,716.7907627,0.211433553,1,41.6
12/7/2022,39,43119,618,22637,36,Bachelor,17,Employed,Married,3,Mortgage,374,0.296504591,1,1,0.284186741,0,Home,0,30,16,657,1222,19425,15331,3593.25,0.869584343,4,4094,0.198637,0.204579487,846.5633887,0.33968229,0,50
12/8/2022,31,68448,581,51407,36,Bachelor,11,Self-Employed,Married,2,Mortgage,362,0.238404367,3,0,0.41225407,0,Home,0,22,23,484,940,59511,5350,5704,0.7328336,5,54161,0.245907,0.248547649,2039.986714,0.421105665,0,57
12/9/2022,21,56506,594,21544,72,Associate,0,Self-Employed,Married,2,Rent,389,0.353557802,3,0,0.54897125,0,Home,0,24,25,4019,107,12552,27696,4708.833333,0.960309185,11,8212,0.239544,0.248822832,578.7793187,0.205524224,0,61
12/10/2022,18,27225,433,22851,24,High School,0,Employed,Married,2,Rent,421,0.043979284,1,2,0.456533329,0,Debt Consolidation,0,21,13,1523,4871,74855,25787,2268.75,0.927390385,3,49068,0.281351,0.32543154,1307.767797,0.761991316,0,57
12/11/2022,20,48703,482,10310,36,High School,0,Self-Employed,Divorced,1,Mortgage,662,0.359535748,2,1,0.516477739,0,Other,0,19,5,1841,2027,26929,3823,4058.583333,0.933482636,10,23106,0.25431,0.273101144,422.6251395,0.267242299,0,64
